pm2_5,date_time,data_source,co,pm10,no_2,level,o3,date,city_name,so_2,AQI 
40,2019-01-20 10:52:24.307000,api,0.5,83,18,良,124,2016-08-14,株洲,23,70
50,2019-01-20 10:52:24.322000,api,0.8,98,24,良,105,2016-08-15,株洲,33,74
49,2019-01-20 10:52:24.327000,api,0.8,114,33,良,105,2017-03-08,株洲,59,81
82,2019-01-20 10:52:24.335000,api,1.1,166,43,轻度污染,122,2017-03-09,株洲,61,107
33,2019-01-20 10:52:24.340000,api,0.6,72,14,良,103,2016-07-14,株洲,15,61
19,2019-01-20 10:52:24.346000,api,0.4,39,12,优,85,2016-07-15,株洲,12,43
27,2019-01-20 10:52:24.351000,api,0.6,61,14,良,137,2016-06-14,株洲,20,81
54,2019-01-20 10:52:24.358000,api,0.7,85,17,良,132,2016-06-15,株洲,17,77
38,2019-01-20 10:52:24.364000,api,1.4,77,46,良,108,2018-04-25,株洲,16,64
50,2019-01-20 10:52:24.370000,api,1.2,103,40,轻度污染,162,2018-04-26,株洲,16,102
22,2019-01-20 10:52:24.377000,api,0.6,36,10,良,119,2017-07-23,株洲,6,66
38,2019-01-20 10:52:24.383000,api,1.4,52,14,良,157,2017-07-24,株洲,10,98
79,2019-01-20 10:52:24.388000,api,1,165,53,轻度污染,0,2017-12-09,株洲,45,110
86,2019-01-20 10:52:24.397000,api,1.2,172,56,轻度污染,0,2017-12-10,株洲,58,103
134,2019-01-20 10:52:24.402000,api,2,182,89,中度污染,31,2013-12-30,株洲,90,177
149,2019-01-20 10:52:24.408000,api,2.4,197,80,中度污染,35,2013-12-31,株洲,90,198
38,2019-01-20 10:52:24.416000,api,0.9,70,20,良,92,2018-07-29,株洲,8,60
29,2019-01-20 10:52:24.432000,api,0.9,46,18,优,64,2018-07-30,株洲,9,46
269,2019-01-20 10:52:24.438000,api,1.8,316,45,严重污染,27,2014-01-29,株洲,55,319
254,2019-01-20 10:52:24.447000,api,2.1,285,47,严重污染,80,2014-01-30,株洲,49,304
34,2019-01-20 10:52:24.454000,api,0.7,78,17,良,92,2018-07-11,株洲,7,68
23,2019-01-20 10:52:24.459000,api,0.5,60,14,良,129,2018-07-12,株洲,9,75
54,2019-01-20 10:52:24.465000,api,0.5,100,19,良,106,2016-05-14,株洲,19,75
39,2019-01-20 10:52:24.471000,api,0.6,69,20,良,106,2016-05-15,株洲,18,60
56,2019-01-20 10:52:24.476000,api,2.3,108,46,良,54,2017-11-25,株洲,20,79
28,2019-01-20 10:52:24.483000,api,1.8,61,20,良,64,2017-11-26,株洲,7,56
60,2019-01-20 10:52:24.488000,api,1.2,91,32,良,86,2017-10-26,株洲,12,82
44,2019-01-20 10:52:24.494000,api,1.1,68,24,良,129,2017-10-27,株洲,10,75
36,2019-01-20 10:52:24.500000,api,1,62,29,良,125,2018-05-29,株洲,4,71
23,2019-01-20 10:52:24.508000,api,0.9,44,32,良,134,2018-05-30,株洲,7,79
30,2019-01-20 10:52:24.515000,api,1.4,62,28,良,106,2018-03-29,株洲,8,56
36,2019-01-20 10:52:24.520000,api,1.4,83,42,良,100,2018-03-30,株洲,12,67
141,2019-01-20 10:52:24.527000,api,6.6,210,64,中度污染,0,2013-01-31,株洲,107,188
30,2019-01-20 10:52:24.544000,api,0.8,39,16,优,74,2017-06-24,株洲,8,43
32,2019-01-20 10:52:24.553000,api,0.8,48,14,良,146,2017-06-25,株洲,9,89
29,2019-01-20 10:52:24.558000,api,0.9,44,18,轻度污染,192,2017-05-24,株洲,18,130
22,2019-01-20 10:52:24.564000,api,0.8,45,16,良,108,2017-05-25,株洲,14,57
25,2019-01-20 10:52:24.569000,api,0.7,48,22,良,138,2017-09-25,株洲,13,82
28,2019-01-20 10:52:24.575000,api,0.8,52,29,良,110,2017-09-26,株洲,10,59
14,2019-01-20 10:52:24.581000,api,0.8,24,8,优,78,2017-08-24,株洲,4,39
16,2019-01-20 10:52:24.586000,api,1,26,18,优,75,2017-08-25,株洲,6,38
36,2019-01-20 10:52:24.593000,api,2.3,50,26,良,82,2018-02-25,株洲,14,56
52,2019-01-20 10:52:24.599000,api,2.2,78,25,良,98,2018-02-26,株洲,9,72
24,2019-01-20 10:52:24.604000,api,1.4,36,22,优,64,2018-01-27,株洲,11,36
40,2019-01-20 10:52:24.611000,api,1.7,60,28,良,67,2018-01-28,株洲,15,57
20,2019-01-20 10:52:24.617000,api,1.4,42,25,优,54,2017-12-27,株洲,10,42
54,2019-01-20 10:52:24.623000,api,1.7,88,46,良,62,2017-12-28,株洲,9,74
105,2019-01-20 10:52:24.628000,api,1.3,186,48,轻度污染,52,2015-12-02,株洲,57,138
50,2019-01-20 10:52:24.634000,api,1,104,51,良,107,2018-01-03,株洲,20,77
39,2019-01-20 10:53:01.304000,api,0.9,70,36,良,0,2017-12-03,株洲,10,75
46,2019-01-20 10:53:01.324000,api,0.7,107,36,良,160,2017-11-03,株洲,15,100
34,2019-01-20 10:53:01.336000,api,0.4,122,17,良,88,2016-04-03,株洲,22,86
34,2019-01-20 10:53:01.364000,api,0.5,101,22,良,105,2015-10-01,株洲,31,76
128,2019-01-20 10:53:01.385000,api,1.1,216,48,中度污染,110,2016-03-03,株洲,87,169
181,2019-01-20 10:53:01.396000,api,1.8,239,49,重度污染,98,2016-02-03,株洲,65,231
34,2019-01-20 10:53:01.408000,api,0.7,60,24,良,96,2018-06-05,株洲,8,56
31,2019-01-20 10:53:01.422000,api,0.8,62,30,良,74,2018-05-06,株洲,6,56
21,2019-01-20 10:53:01.444000,api,0.9,40,22,优,44,2018-05-07,株洲,5,40
32,2019-01-20 10:53:01.451000,api,0.8,61,28,良,49,2018-04-06,株洲,11,56
36,2019-01-20 10:53:01.457000,api,0.8,112,20,良,106,2018-04-07,株洲,7,81
148,2019-01-20 10:53:01.462000,api,1.3,222,47,中度污染,95,2015-11-02,株洲,66,198
142,2019-01-20 10:53:01.469000,api,1,204,47,中度污染,121,2015-11-03,株洲,61,189
78,2019-01-20 10:53:01.475000,api,0.8,124,27,轻度污染,62,2017-02-08,株洲,34,103
50,2019-01-20 10:53:01.482000,api,0.7,109,26,良,87,2017-02-09,株洲,52,79
40,2019-01-20 10:53:01.487000,api,0.8,56,31,良,49,2017-01-07,株洲,17,56
71,2019-01-20 10:53:01.493000,api,1.2,100,38,良,59,2017-01-08,株洲,30,92
151,2019-01-20 10:53:01.500000,api,1.4,263,57,重度污染,63,2016-12-07,株洲,65,201
179,2019-01-20 10:53:01.505000,api,1.3,293,59,重度污染,66,2016-12-08,株洲,58,229
99,2019-01-20 10:53:01.511000,api,1,152,33,轻度污染,41,2016-11-07,株洲,16,130
66,2019-01-20 10:53:01.517000,api,0.7,99,25,良,67,2016-11-08,株洲,16,89
39,2019-01-20 10:53:01.523000,api,0.5,81,20,良,89,2016-10-08,株洲,23,66
29,2019-01-20 10:53:01.529000,api,0.4,73,23,良,80,2016-10-09,株洲,23,62
266,2019-01-20 10:53:01.536000,api,2.3,331,63,严重污染,54,2016-01-03,株洲,96,316
209,2019-01-20 10:53:01.542000,api,1.7,276,43,重度污染,47,2016-01-04,株洲,45,259
72,2019-01-20 10:53:01.549000,api,0.8,137,36,轻度污染,183,2016-09-08,株洲,30,121
46,2019-01-20 10:53:01.555000,api,0.6,129,32,良,74,2017-11-10,株洲,25,89
35,2019-01-20 10:53:01.571000,api,0.6,95,33,良,70,2017-11-11,株洲,28,71
54,2019-01-20 10:53:01.578000,api,0.6,111,21,良,149,2017-10-09,株洲,17,90
45,2019-01-20 10:53:01.585000,api,1,92,24,良,17,2017-10-10,株洲,16,73
41,2019-01-20 10:53:01.590000,api,0.6,91,18,良,128,2017-09-09,株洲,16,73
32,2019-01-20 10:53:01.597000,api,0.5,65,12,良,78,2017-09-10,株洲,13,59
47,2019-01-20 10:53:01.604000,api,0.7,104,16,轻度污染,200,2017-08-10,株洲,20,136
49,2019-01-20 10:53:01.610000,api,0.7,111,18,轻度污染,163,2017-08-11,株洲,18,102
23,2019-01-20 10:53:01.616000,api,0.5,53,13,良,53,2017-07-09,株洲,25,51
43,2019-01-20 10:53:01.623000,api,0.8,106,24,轻度污染,173,2017-06-09,株洲,24,111
73,2019-01-20 10:53:01.638000,api,0.9,161,27,轻度污染,92,2017-06-10,株洲,19,105
44,2019-01-20 10:53:01.644000,api,0.8,72,40,良,103,2018-02-06,株洲,10,62
40,2019-01-20 10:53:01.651000,api,0.8,73,46,良,83,2018-02-07,株洲,10,62
51,2019-01-20 10:53:01.656000,api,0.7,140,22,轻度污染,174,2017-05-10,株洲,33,112
54,2019-01-20 10:53:01.662000,api,0.9,135,21,良,121,2017-05-11,株洲,35,93
38,2019-01-20 10:53:01.668000,api,0.7,98,17,良,102,2017-04-09,株洲,17,75
41,2019-01-20 10:53:01.674000,api,0.7,83,29,良,70,2017-04-10,株洲,26,64
70,2019-01-20 10:53:01.680000,api,0.9,140,50,良,55,2018-12-12,株洲,23,95
113,2019-01-20 10:53:01.686000,api,1.4,193,59,轻度污染,65,2018-12-13,株洲,26,148
114,2019-01-20 10:53:01.692000,api,1.2,198,52,轻度污染,79,2018-11-12,株洲,24,149
16,2019-01-20 10:53:01.698000,api,0.9,39,25,优,56,2018-07-08,株洲,5,38
20,2019-01-20 10:53:01.714000,api,0.9,39,21,良,107,2018-07-09,株洲,10,56
70,2019-01-20 10:53:01.720000,api,1,110,52,良,66,2019-01-12,株洲,6,94
34,2019-01-20 10:53:01.725000,api,1,80,50,良,43,2019-01-13,株洲,8,65
12,2019-01-20 10:53:01.732000,api,0.9,19,20,优,12,2018-12-12,株洲,4,25
16,2019-01-20 10:53:01.737000,api,1,30,22,优,16,2018-12-13,株洲,5,30
56,2019-01-20 10:53:01.743000,api,1,95,38,良,94,2018-11-12,株洲,10,77
20,2019-01-20 10:53:01.748000,api,0.7,44,27,优,59,2018-11-13,株洲,7,44
20,2019-01-20 10:53:01.755000,api,0.6,36,23,良,106,2018-10-12,株洲,8,55
26,2019-01-20 10:53:01.760000,api,0.6,46,26,优,94,2018-10-13,株洲,8,47
23,2019-01-20 10:53:01.766000,api,0.6,36,26,良,114,2018-09-11,株洲,7,62
31,2019-01-20 10:53:01.773000,api,0.9,56,30,良,114,2018-09-12,株洲,10,62
38,2019-01-20 10:53:01.779000,api,0.7,64,20,良,154,2018-08-11,株洲,12,95
46,2019-01-20 10:53:01.796000,api,0.9,78,20,轻度污染,176,2018-08-12,株洲,12,115
41,2019-01-20 10:53:01.803000,api,1,114,32,中度污染,217,2018-06-12,株洲,17,152
25,2019-01-20 10:53:01.808000,api,0.7,93,18,轻度污染,207,2018-06-13,株洲,13,143
68,2019-01-20 10:53:01.815000,api,0.8,119,35,轻度污染,169,2018-05-12,株洲,15,109
50,2019-01-20 10:53:01.821000,api,0.7,115,31,轻度污染,165,2018-05-13,株洲,14,105
30,2019-01-20 10:53:01.827000,api,0.4,72,24,良,86,2018-04-12,株洲,16,61
22,2019-01-20 10:53:01.833000,api,0.5,60,23,良,91,2018-04-13,株洲,18,55
90,2019-01-20 10:53:01.839000,api,1.1,166,51,轻度污染,138,2018-03-11,株洲,25,119
101,2019-01-20 10:53:01.854000,api,1.1,173,47,轻度污染,165,2018-03-12,株洲,28,133
44,2019-01-20 10:53:01.860000,api,0.8,132,36,良,89,2018-02-12,株洲,30,91
66,2019-01-20 10:53:01.867000,api,0.9,151,37,轻度污染,118,2018-02-13,株洲,36,101
48,2019-01-20 10:53:01.872000,api,0.9,104,45,良,60,2018-01-12,株洲,48,77
77,2019-01-20 10:53:01.878000,api,1.2,143,54,轻度污染,67,2018-01-13,株洲,50,103
54,2019-01-20 10:53:01.884000,api,0.5,124,45,良,149,2018-10-13,株洲,18,91
47,2019-01-20 10:53:01.890000,api,0.5,104,40,良,114,2018-10-14,株洲,26,77
28,2019-01-20 10:53:01.896000,api,0.3,73,25,良,132,2018-09-13,株洲,14,77
26,2019-01-20 10:53:01.903000,api,0.5,65,26,良,86,2018-09-14,株洲,12,58
16,2019-01-20 10:53:01.909000,api,0.5,33,16,良,107,2018-08-14,株洲,12,56
20,2019-01-20 10:53:01.916000,api,0.5,44,17,良,126,2018-08-15,株洲,19,72
34,2019-01-20 10:53:01.921000,api,0.8,83,24,良,91,2016-08-16,株洲,25,67
28,2019-01-20 10:53:01.928000,api,0.6,70,18,良,142,2016-08-17,株洲,25,85
103,2019-01-20 10:53:01.935000,api,1.2,196,47,轻度污染,131,2017-03-10,株洲,60,132
146,2019-01-20 10:53:01.941000,api,1.3,247,49,中度污染,168,2017-03-11,株洲,56,195
73,2019-01-20 10:53:01.949000,api,0.7,113,16,良,147,2016-07-16,株洲,20,98
71,2019-01-20 10:53:01.964000,api,0.8,121,19,良,123,2016-07-17,株洲,18,95
58,2019-01-20 10:53:01.972000,api,0.7,107,24,轻度污染,194,2016-06-16,株洲,40,131
42,2019-01-20 10:53:01.977000,api,0.6,91,20,轻度污染,188,2016-06-17,株洲,30,126
29,2019-01-20 10:53:01.984000,api,0.9,98,26,良,93,2018-04-27,株洲,8,74
36,2019-01-20 10:53:01.989000,api,0.9,81,24,良,148,2018-04-28,株洲,10,90
28,2019-01-20 10:53:01.994000,api,0.8,43,13,轻度污染,164,2017-07-25,株洲,8,104
24,2019-01-20 10:53:02.001000,api,0.7,51,22,轻度污染,186,2017-07-26,株洲,6,124
55,2019-01-20 10:53:02.007000,api,1.2,150,43,轻度污染,0,2017-12-11,株洲,36,118
29,2019-01-20 10:53:02.016000,api,0.6,78,27,良,0,2017-12-12,株洲,24,68
28,2019-01-20 10:53:02.021000,api,0.9,50,21,良,117,2018-07-31,株洲,10,65
315,2019-01-20 10:53:02.031000,api,1.5,303,37,严重污染,95,2014-01-31,株洲,80,365
28,2019-01-20 10:53:02.039000,api,0.5,66,20,良,152,2018-07-13,株洲,11,94
30,2019-01-20 10:53:02.048000,api,0.5,66,23,良,143,2018-07-14,株洲,13,86
41,2019-01-20 10:53:02.054000,api,0.7,97,28,良,144,2016-05-16,株洲,39,87
46,2019-01-20 10:53:02.060000,api,0.6,103,26,良,160,2016-05-17,株洲,43,100
20,2019-01-20 10:53:02.066000,api,1,44,17,优,74,2017-11-27,株洲,10,44
38,2019-01-20 10:53:02.072000,api,0.8,78,18,良,86,2017-11-28,株洲,12,64
64,2019-01-20 10:53:02.078000,api,1.2,92,20,良,157,2017-10-28,株洲,14,98
19,2019-01-20 10:53:02.086000,api,0.6,42,28,良,138,2018-05-31,株洲,6,82
32,2019-01-20 10:53:02.104000,api,1.2,74,26,轻度污染,170,2018-03-31,株洲,10,110
68,2019-01-20 10:53:02.111000,api,1.5,85,18,轻度污染,198,2017-06-26,株洲,13,135
48,2019-01-20 10:53:02.121000,api,0.8,64,16,良,155,2017-06-27,株洲,10,96
16,2019-01-20 10:53:02.127000,api,0.6,37,19,良,114,2017-05-26,株洲,11,62
36,2019-01-20 10:53:02.133000,api,1,70,25,轻度污染,163,2017-05-27,株洲,15,103
11,2019-01-20 10:53:02.140000,api,0.6,30,15,优,88,2017-09-27,株洲,8,44
10,2019-01-20 10:53:02.155000,api,0.6,30,14,优,86,2017-09-28,株洲,8,43
14,2019-01-20 10:53:02.162000,api,0.7,30,18,优,66,2017-08-26,株洲,6,33
20,2019-01-20 10:53:02.168000,api,0.8,38,24,优,70,2017-08-27,株洲,6,38
50,2019-01-20 10:53:02.173000,api,1.7,72,20,良,98,2018-02-27,株洲,10,69
68,2019-01-20 10:53:02.179000,api,1.4,102,33,良,82,2018-02-28,株洲,10,92
16,2019-01-20 10:53:02.184000,api,1.2,76,16,良,72,2018-01-29,株洲,8,63
53,2019-01-20 10:53:02.191000,api,2,84,47,良,54,2018-01-30,株洲,32,73
79,2019-01-20 10:53:02.196000,api,2,105,38,轻度污染,57,2017-12-29,株洲,12,105
60,2019-01-20 10:53:02.203000,api,1.9,82,31,良,55,2017-12-30,株洲,14,82
64,2019-01-20 10:53:02.209000,api,0.9,139,35,良,52,2015-12-03,株洲,70,95
42,2019-01-20 10:53:02.215000,api,0.8,81,20,良,133,2015-09-01,株洲,63,78
52,2019-01-20 10:53:47.409000,api,0.9,82,62,良,24,2018-01-04,株洲,16,78
43,2019-01-20 10:53:47.422000,api,1,77,40,良,0,2017-12-04,株洲,14,82
51,2019-01-20 10:53:47.436000,api,0.6,124,26,良,151,2017-11-04,株洲,10,92
56,2019-01-20 10:53:47.449000,api,0.7,123,31,良,120,2016-04-04,株洲,55,87
79,2019-01-20 10:53:47.462000,api,0.9,151,42,轻度污染,160,2015-10-02,株洲,47,105
160,2019-01-20 10:53:47.478000,api,1.2,261,57,重度污染,123,2016-03-04,株洲,72,210
35,2019-01-20 10:53:47.509000,api,0.7,76,18,良,107,2015-08-01,株洲,14,63
202,2019-01-20 10:53:47.533000,api,1.9,277,58,重度污染,101,2016-02-04,株洲,88,252
30,2019-01-20 10:53:47.548000,api,0.6,42,22,优,70,2018-06-06,株洲,4,42
22,2019-01-20 10:53:47.561000,api,0.8,34,20,良,140,2018-05-08,株洲,7,84
42,2019-01-20 10:53:47.574000,api,0.8,116,37,良,151,2018-04-08,株洲,12,93
139,2019-01-20 10:53:47.587000,api,1,199,43,中度污染,91,2015-11-04,株洲,46,185
52,2019-01-20 10:53:47.600000,api,0.7,110,32,良,88,2017-02-10,株洲,52,79
147,2019-01-20 10:53:47.633000,api,1.7,230,46,中度污染,67,2017-01-09,株洲,45,194
62,2019-01-20 10:53:47.645000,api,0.6,119,34,良,53,2016-12-09,株洲,35,85
53,2019-01-20 10:53:47.660000,api,0.6,94,31,良,53,2016-11-09,株洲,22,73
56,2019-01-20 10:53:47.673000,api,0.6,108,36,良,75,2016-11-10,株洲,29,79
36,2019-01-20 10:53:47.679000,api,0.4,81,26,良,78,2016-10-10,株洲,24,66
66,2019-01-20 10:53:47.685000,api,0.8,128,40,良,83,2016-10-11,株洲,37,89
72,2019-01-20 10:53:47.691000,api,0.9,111,35,良,43,2016-01-05,株洲,32,97
112,2019-01-20 10:53:47.697000,api,1.3,147,49,轻度污染,23,2016-01-06,株洲,55,147
80,2019-01-20 10:53:47.703000,api,0.8,157,36,轻度污染,193,2016-09-09,株洲,32,130
51,2019-01-20 10:53:47.710000,api,0.5,96,22,轻度污染,165,2016-09-10,株洲,25,105
59,2019-01-20 10:53:47.716000,api,0.8,128,40,良,83,2017-11-12,株洲,27,88
104,2019-01-20 10:53:47.731000,api,1.2,187,50,轻度污染,84,2017-11-13,株洲,31,133
22,2019-01-20 10:53:47.738000,api,0.5,36,15,优,71,2017-10-11,株洲,15,36
32,2019-01-20 10:53:47.744000,api,0.6,52,22,优,74,2017-10-12,株洲,16,50
29,2019-01-20 10:53:47.751000,api,0.6,61,16,良,140,2017-09-11,株洲,16,83
50,2019-01-20 10:53:47.757000,api,0.8,111,22,轻度污染,166,2017-09-12,株洲,16,105
33,2019-01-20 10:53:47.763000,api,0.6,74,11,良,125,2017-08-12,株洲,14,70
17,2019-01-20 10:53:47.769000,api,0.5,45,10,良,106,2017-08-13,株洲,14,55
28,2019-01-20 10:53:47.775000,api,0.5,62,14,良,138,2017-07-10,株洲,28,81
30,2019-01-20 10:53:47.780000,api,0.7,78,16,轻度污染,168,2017-07-11,株洲,32,107
53,2019-01-20 10:53:47.786000,api,0.7,130,16,良,153,2017-06-11,株洲,19,94
20,2019-01-20 10:53:47.792000,api,0.5,81,16,良,146,2017-06-12,株洲,25,88
42,2019-01-20 10:53:47.798000,api,0.8,75,46,良,104,2018-02-08,株洲,11,63
43,2019-01-20 10:53:47.805000,api,0.7,69,38,良,113,2018-02-09,株洲,8,61
37,2019-01-20 10:53:47.811000,api,0.7,90,16,轻度污染,163,2017-05-12,株洲,34,102
41,2019-01-20 10:53:47.816000,api,0.6,116,14,轻度污染,176,2017-05-13,株洲,31,114
71,2019-01-20 10:53:47.824000,api,0.9,116,29,良,120,2017-04-11,株洲,35,93
75,2019-01-20 10:53:47.839000,api,1,150,27,良,151,2017-04-12,株洲,32,100
63,2019-01-20 10:53:47.846000,api,0.9,129,52,良,50,2018-12-14,株洲,20,90
71,2019-01-20 10:53:47.852000,api,1,137,57,良,32,2018-12-15,株洲,21,95
87,2019-01-20 10:53:47.858000,api,1,156,49,轻度污染,84,2018-11-13,株洲,17,115
67,2019-01-20 10:53:47.864000,api,0.6,124,42,良,98,2018-11-14,株洲,22,90
20,2019-01-20 10:53:47.870000,api,0.6,38,20,良,129,2018-07-10,株洲,7,75
22,2019-01-20 10:53:47.877000,api,0.9,40,26,优,78,2018-07-11,株洲,6,46
32,2019-01-20 10:53:47.882000,api,1,70,38,良,82,2019-01-14,株洲,8,60
46,2019-01-20 10:53:47.890000,api,1.2,78,47,良,38,2019-01-15,株洲,6,64
16,2019-01-20 10:53:47.895000,api,0.9,40,30,优,38,2018-12-14,株洲,6,40
22,2019-01-20 10:53:47.901000,api,0.9,43,30,优,72,2018-12-15,株洲,5,43
27,2019-01-20 10:53:47.908000,api,0.6,59,28,良,114,2018-11-14,株洲,8,62
27,2019-01-20 10:53:47.914000,api,0.6,56,20,良,108,2018-11-15,株洲,6,57
28,2019-01-20 10:53:47.920000,api,0.6,52,30,良,95,2018-10-14,株洲,10,51
34,2019-01-20 10:53:47.926000,api,0.6,54,34,良,62,2018-10-15,株洲,8,52
33,2019-01-20 10:53:47.932000,api,0.7,60,24,良,140,2018-09-13,株洲,8,84
24,2019-01-20 10:53:47.948000,api,0.6,44,24,优,60,2018-09-14,株洲,10,44
32,2019-01-20 10:53:47.956000,api,0.9,60,16,良,116,2018-08-13,株洲,8,64
14,2019-01-20 10:53:47.962000,api,0.7,30,14,优,63,2018-08-14,株洲,3,32
26,2019-01-20 10:53:47.968000,api,0.7,63,15,轻度污染,194,2018-06-14,株洲,14,131
45,2019-01-20 10:53:47.974000,api,0.6,98,19,轻度污染,211,2018-06-15,株洲,15,147
46,2019-01-20 10:53:47.980000,api,0.7,98,32,轻度污染,175,2018-05-14,株洲,17,114
48,2019-01-20 10:53:47.986000,api,0.6,107,26,良,140,2018-05-15,株洲,11,84
0,2019-01-20 10:53:47.992000,api,0.6,0,20,无,89,2018-04-14,株洲,19,0
0,2019-01-20 10:53:47.999000,api,0.6,0,37,无,112,2018-04-15,株洲,37,0
65,2019-01-20 10:53:48.006000,api,1,133,45,轻度污染,166,2018-03-13,株洲,35,106
88,2019-01-20 10:53:48.013000,api,1,159,45,轻度污染,160,2018-03-14,株洲,31,117
93,2019-01-20 10:53:48.020000,api,1.1,189,32,轻度污染,105,2018-02-14,株洲,29,123
37,2019-01-20 10:53:48.027000,api,0.6,70,12,良,91,2018-02-15,株洲,20,60
92,2019-01-20 10:53:48.033000,api,1.1,151,68,轻度污染,56,2018-01-14,株洲,44,122
142,2019-01-20 10:53:48.041000,api,1.4,230,68,中度污染,64,2018-01-15,株洲,48,189
66,2019-01-20 10:53:48.048000,api,0.7,143,57,良,120,2018-10-15,株洲,29,97
92,2019-01-20 10:53:48.054000,api,0.9,188,56,轻度污染,151,2018-10-16,株洲,26,122
30,2019-01-20 10:53:48.062000,api,0.5,65,24,良,95,2018-09-15,株洲,14,58
32,2019-01-20 10:53:48.067000,api,0.5,58,23,良,104,2018-09-16,株洲,9,55
20,2019-01-20 10:53:48.073000,api,0.5,50,22,良,107,2018-08-16,株洲,20,56
17,2019-01-20 10:53:48.088000,api,0.3,41,13,优,82,2018-08-17,株洲,12,41
30,2019-01-20 10:53:48.094000,api,0.5,67,21,良,151,2016-08-18,株洲,24,93
48,2019-01-20 10:53:48.100000,api,0.7,92,22,良,142,2016-08-19,株洲,27,85
112,2019-01-20 10:53:48.108000,api,1,211,39,中度污染,97,2017-03-12,株洲,39,151
25,2019-01-20 10:53:48.114000,api,0.6,96,23,良,90,2017-03-13,株洲,24,72
82,2019-01-20 10:53:48.119000,api,0.8,135,14,轻度污染,161,2016-07-18,株洲,15,109
43,2019-01-20 10:53:48.127000,api,0.5,77,10,良,90,2016-07-19,株洲,13,64
53,2019-01-20 10:53:48.133000,api,0.5,99,21,轻度污染,192,2016-06-18,株洲,21,130
69,2019-01-20 10:53:48.138000,api,0.8,131,25,轻度污染,202,2016-06-19,株洲,23,139
44,2019-01-20 10:53:48.144000,api,1,94,20,轻度污染,165,2018-04-29,株洲,8,105
44,2019-01-20 10:53:48.150000,api,1,76,25,良,123,2018-04-30,株洲,7,70
14,2019-01-20 10:53:48.156000,api,0.6,24,8,良,116,2017-07-27,株洲,4,64
16,2019-01-20 10:53:48.162000,api,0.6,28,11,良,140,2017-07-28,株洲,6,84
44,2019-01-20 10:53:48.169000,api,0.7,87,33,良,45,2017-12-13,株洲,22,68
68,2019-01-20 10:53:48.175000,api,0.9,118,36,良,45,2017-12-14,株洲,20,94
30,2019-01-20 10:53:48.181000,api,0.5,71,22,良,160,2018-07-15,株洲,11,100
39,2019-01-20 10:53:48.206000,api,0.6,87,21,轻度污染,207,2018-07-16,株洲,14,143
56,2019-01-20 10:53:48.212000,api,0.5,108,24,良,159,2016-05-18,株洲,35,100
41,2019-01-20 10:53:48.218000,api,0.6,95,19,轻度污染,176,2016-05-19,株洲,29,115
10,2019-01-20 10:53:48.224000,api,0.4,39,6,优,68,2017-11-29,株洲,6,39
20,2019-01-20 10:53:48.230000,api,1,38,20,优,40,2017-11-30,株洲,9,38
8,2019-01-20 10:53:48.236000,api,0.4,32,6,优,76,2017-10-29,株洲,6,38
16,2019-01-20 10:53:48.244000,api,0.7,38,24,优,71,2017-10-30,株洲,10,38
29,2019-01-20 10:53:48.251000,api,0.8,47,12,良,136,2017-06-28,株洲,8,80
