pm2_5,date_time,data_source,co,pm10,no_2,level,o3,date,city_name,so_2,AQI 
54,2019-01-20 11:53:07.635000,api,0.6,80,21,良,70,2014-10-01,株洲,8,74
46,2019-01-20 11:53:07.669000,api,0.5,98,26,良,73,2014-09-01,株洲,15,74
28,2019-01-20 11:53:07.695000,api,1,43,24,优,28,2015-02-02,株洲,19,43
40,2019-01-20 11:53:07.711000,api,0.4,83,22,良,58,2014-08-01,株洲,17,66
71,2019-01-20 11:53:07.749000,api,0.7,148,39,良,66,2015-01-02,株洲,38,99
26,2019-01-20 11:53:07.757000,api,0.8,45,22,优,58,2015-06-03,株洲,5,45
35,2019-01-20 11:53:07.768000,api,0.7,63,28,良,77,2015-05-03,株洲,5,56
33,2019-01-20 11:53:07.778000,api,0.7,48,22,优,60,2015-05-04,株洲,5,48
57,2019-01-20 11:53:07.786000,api,0.8,117,40,良,123,2015-04-03,株洲,20,84
63,2019-01-20 11:53:07.796000,api,0.7,112,26,良,142,2015-04-04,株洲,17,85
26,2019-01-20 11:53:07.804000,api,0.5,38,23,优,49,2015-12-04,株洲,10,38
34,2019-01-20 11:53:07.813000,api,0.7,54,35,良,44,2015-12-05,株洲,25,52
42,2019-01-20 11:53:07.821000,api,0.8,69,25,良,63,2015-11-05,株洲,19,60
43,2019-01-20 11:53:07.830000,api,1.1,89,34,良,64,2015-11-06,株洲,27,70
17,2019-01-20 11:53:07.838000,api,0.8,30,23,优,43,2015-10-05,株洲,6,30
17,2019-01-20 11:53:07.846000,api,0.9,37,29,优,31,2015-10-06,株洲,8,37
22,2019-01-20 11:53:07.854000,api,1.1,60,28,良,57,2015-09-05,株洲,10,55
45,2019-01-20 11:53:07.863000,api,0.7,77,24,良,48,2015-01-08,株洲,55,64
60,2019-01-20 11:53:07.884000,api,0.9,95,25,良,52,2015-01-09,株洲,58,81
44,2019-01-20 11:53:07.892000,api,0.7,63,24,良,78,2016-07-08,株洲,5,62
30,2019-01-20 11:53:07.903000,api,0.7,56,26,良,81,2016-07-09,株洲,5,53
38,2019-01-20 11:53:07.912000,api,0.6,85,18,良,59,2014-12-02,株洲,25,68
49,2019-01-20 11:53:07.920000,api,0.7,93,17,良,80,2015-03-04,株洲,19,72
46,2019-01-20 11:53:07.930000,api,0.7,81,33,良,100,2016-06-07,株洲,5,66
43,2019-01-20 11:53:07.940000,api,0.7,75,29,良,130,2016-06-08,株洲,4,75
68,2019-01-20 11:53:07.949000,api,0.8,109,34,良,107,2016-05-06,株洲,5,92
20,2019-01-20 11:53:07.957000,api,1,37,40,优,58,2016-04-08,株洲,6,50
16,2019-01-20 11:53:07.967000,api,0.8,30,36,优,46,2016-04-09,株洲,4,45
45,2019-01-20 11:53:07.976000,api,0.9,60,28,良,92,2016-03-08,株洲,9,63
13,2019-01-20 11:53:07.984000,api,0.7,22,21,优,62,2016-03-09,株洲,4,31
80,2019-01-20 11:53:07.992000,api,1.2,86,34,轻度污染,92,2016-02-07,株洲,42,107
90,2019-01-20 11:53:08,api,1,142,20,轻度污染,184,2015-05-10,株洲,31,122
25,2019-01-20 11:53:08.012000,api,0.3,126,8,良,123,2015-05-11,株洲,14,88
26,2019-01-20 11:53:08.018000,api,0.9,60,16,良,137,2015-04-10,株洲,20,81
31,2019-01-20 11:53:08.026000,api,1,56,15,良,126,2015-04-11,株洲,18,72
62,2019-01-20 11:53:08.033000,api,0.9,97,23,良,114,2015-03-10,株洲,73,84
48,2019-01-20 11:53:08.061000,api,0.7,79,15,良,111,2015-03-11,株洲,35,66
47,2019-01-20 11:53:08.068000,api,1,115,32,良,130,2015-10-12,株洲,27,83
63,2019-01-20 11:53:08.076000,api,0.9,121,30,良,146,2015-10-13,株洲,24,89
18,2019-01-20 11:53:08.083000,api,0.7,38,31,优,62,2015-07-05,株洲,9,38
18,2019-01-20 11:53:08.090000,api,0.8,44,31,良,105,2015-07-06,株洲,7,54
16,2019-01-20 11:53:08.098000,api,0.4,40,23,优,86,2015-09-12,株洲,16,43
17,2019-01-20 11:53:08.104000,api,0.5,44,24,优,89,2015-09-13,株洲,20,45
24,2019-01-20 11:53:08.111000,api,1.1,34,24,优,36,2016-01-08,株洲,14,35
20,2019-01-20 11:53:08.119000,api,0.9,31,25,优,39,2016-01-09,株洲,14,32
32,2019-01-20 11:53:08.125000,api,0.7,64,17,良,129,2015-08-12,株洲,21,75
32,2019-01-20 11:53:08.133000,api,0.8,63,21,良,118,2015-08-13,株洲,31,65
47,2019-01-20 11:53:08.140000,api,0.8,90,16,轻度污染,177,2015-07-12,株洲,29,115
50,2019-01-20 11:53:08.146000,api,0.8,97,22,良,143,2015-07-13,株洲,30,86
20,2019-01-20 11:53:08.153000,api,0.7,49,18,优,64,2015-12-14,株洲,29,49
18,2019-01-20 11:53:08.160000,api,0.5,47,20,优,63,2015-12-15,株洲,12,47
21,2019-01-20 11:53:08.167000,api,0.4,40,10,优,76,2016-04-15,株洲,22,40
16,2019-01-20 11:53:08.175000,api,0.4,38,13,良,126,2016-04-16,株洲,23,72
61,2019-01-20 11:53:08.183000,api,0.8,117,21,良,120,2016-03-15,株洲,22,84
75,2019-01-20 11:53:08.202000,api,0.9,144,30,良,136,2016-03-16,株洲,30,100
117,2019-01-20 11:53:08.208000,api,1.3,167,26,中度污染,72,2015-02-10,株洲,73,153
114,2019-01-20 11:53:08.216000,api,1.5,171,33,轻度污染,125,2015-02-11,株洲,93,149
22,2019-01-20 11:53:08.222000,api,0.4,58,9,良,88,2016-02-15,株洲,14,54
40,2019-01-20 11:53:08.231000,api,0.5,73,12,良,94,2016-02-16,株洲,12,62
26,2019-01-20 11:53:08.238000,api,0.6,74,23,轻度污染,172,2016-06-17,株洲,31,111
42,2019-01-20 11:53:08.246000,api,0.7,103,25,轻度污染,161,2016-06-18,株洲,36,101
27,2019-01-20 11:53:08.253000,api,0.8,69,20,良,94,2016-10-18,株洲,9,60
48,2019-01-20 11:53:08.259000,api,0.9,111,31,良,87,2016-10-19,株洲,15,81
26,2019-01-20 11:53:08.267000,api,0.5,87,15,良,118,2015-06-12,株洲,22,68
18,2019-01-20 11:53:08.273000,api,0.4,52,9,良,122,2015-06-13,株洲,12,68
40,2019-01-20 11:53:08.280000,api,0.6,91,16,良,136,2016-08-18,株洲,8,80
48,2019-01-20 11:53:08.288000,api,0.7,100,20,轻度污染,171,2016-08-19,株洲,8,110
30,2019-01-20 11:53:08.295000,api,0.9,63,15,良,56,2015-11-14,株洲,18,57
24,2019-01-20 11:53:08.302000,api,0.9,49,19,优,81,2015-11-15,株洲,19,49
22,2019-01-20 11:53:08.309000,api,0.9,45,30,优,38,2016-10-21,株洲,4,45
25,2019-01-20 11:53:08.316000,api,0.8,52,22,良,51,2016-10-22,株洲,6,51
36,2019-01-20 11:53:08.323000,api,0.9,78,19,良,61,2017-02-21,株洲,12,63
26,2019-01-20 11:53:08.340000,api,0.6,120,26,良,88,2017-02-22,株洲,12,84
74,2019-01-20 11:53:08.348000,api,1,151,37,良,28,2017-01-19,株洲,10,100
90,2019-01-20 11:53:08.355000,api,1.1,171,34,轻度污染,44,2017-01-20,株洲,10,118
57,2019-01-20 11:53:08.362000,api,0.5,139,22,轻度污染,161,2016-05-17,株洲,28,101
82,2019-01-20 11:53:08.369000,api,0.6,170,20,轻度污染,183,2016-05-18,株洲,30,121
46,2019-01-20 11:53:08.376000,api,1.3,91,17,良,44,2016-01-15,株洲,14,71
41,2019-01-20 11:53:08.384000,api,1,74,20,良,76,2016-01-16,株洲,18,62
89,2019-01-20 11:53:08.393000,api,1.2,162,36,轻度污染,61,2016-12-21,株洲,11,118
54,2019-01-20 11:53:08.400000,api,1.2,111,28,良,84,2016-12-22,株洲,10,81
57,2019-01-20 11:53:08.408000,api,0.8,89,39,良,59,2017-02-20,株洲,24,77
37,2019-01-20 11:53:08.415000,api,0.8,52,25,良,64,2017-02-21,株洲,10,52
55,2019-01-20 11:53:08.422000,api,0.8,84,26,良,83,2017-01-24,株洲,26,73
71,2019-01-20 11:53:08.429000,api,1.1,98,37,良,65,2017-01-25,株洲,28,95
15,2019-01-20 11:53:08.437000,api,0.5,26,16,优,69,2017-05-23,株洲,4,34
18,2019-01-20 11:53:08.444000,api,0.5,26,21,优,63,2017-05-24,株洲,3,31
17,2019-01-20 11:53:08.451000,api,0.8,24,25,优,49,2017-04-25,株洲,4,30
20,2019-01-20 11:53:08.458000,api,0.5,56,18,良,143,2016-07-20,株洲,15,86
86,2019-01-20 11:53:08.468000,api,1.2,176,31,轻度污染,65,2016-11-21,株洲,15,114
34,2019-01-20 11:53:08.487000,api,0.6,74,14,良,55,2016-11-22,株洲,6,62
106,2019-01-20 11:53:08.494000,api,1.4,156,72,轻度污染,48,2017-12-27,株洲,45,139
86,2019-01-20 11:53:08.501000,api,1.4,135,62,轻度污染,61,2017-12-28,株洲,46,114
38,2019-01-20 11:53:08.508000,api,1,61,34,良,37,2016-12-23,株洲,13,56
15,2019-01-20 11:53:08.515000,api,1,29,25,优,42,2016-12-24,株洲,8,32
40,2019-01-20 11:53:08.522000,api,0.8,68,44,良,59,2017-11-27,株洲,24,59
63,2019-01-20 11:53:08.529000,api,0.8,98,37,良,43,2017-11-28,株洲,20,83
41,2019-01-20 11:53:08.536000,api,0.7,70,28,良,108,2017-10-29,株洲,9,59
52,2019-01-20 11:53:08.544000,api,0.7,88,30,良,124,2017-10-30,株洲,8,70
18,2019-01-20 11:53:08.551000,api,0.6,32,19,优,28,2016-11-24,株洲,5,32
23,2019-01-20 11:53:08.558000,api,0.8,37,27,优,19,2016-11-25,株洲,8,37
40,2019-01-20 11:53:08.565000,api,0.9,108,44,良,85,2017-03-27,株洲,27,78
50,2019-01-20 11:53:08.571000,api,1,111,44,良,65,2017-03-28,株洲,26,80
15,2019-01-20 11:53:08.578000,api,0.8,26,20,优,51,2017-09-29,株洲,6,26
20,2019-01-20 11:53:08.586000,api,0.7,38,19,优,71,2017-09-30,株洲,6,39
15,2019-01-20 11:53:08.593000,api,0.6,22,20,优,46,2017-08-29,株洲,3,25
14,2019-01-20 11:53:08.601000,api,0.4,27,17,优,67,2017-08-30,株洲,7,33
22,2019-01-20 11:53:08.608000,api,0.7,42,18,优,89,2017-07-26,株洲,8,44
23,2019-01-20 11:53:08.625000,api,0.7,50,23,优,87,2017-07-27,株洲,8,48
26,2019-01-20 11:53:08.632000,api,0.5,40,24,优,77,2018-05-31,株洲,7,40
28,2019-01-20 11:53:08.640000,api,0.6,51,33,良,109,2018-04-28,株洲,10,58
36,2019-01-20 11:53:08.649000,api,0.8,53,32,良,49,2018-03-31,株洲,10,52
70,2019-01-20 11:53:08.658000,api,1,87,27,良,66,2018-01-30,株洲,20,94
77,2019-01-20 11:53:08.668000,api,1.2,101,38,轻度污染,37,2018-01-31,株洲,30,103
24,2019-01-20 11:53:08.675000,api,0.8,37,30,优,64,2017-06-29,株洲,4,39
15,2019-01-20 11:53:08.683000,api,0.8,26,30,优,32,2017-06-30,株洲,4,37
18,2019-01-20 11:53:08.691000,api,0.4,29,14,优,43,2014-11-02,株洲,12,29
47,2019-01-20 11:53:35.950000,api,0.6,71,22,良,91,2014-10-02,株洲,11,65
26,2019-01-20 11:53:35.968000,api,0.5,48,17,优,60,2014-09-02,株洲,15,48
33,2019-01-20 11:53:35.986000,api,1,45,27,优,19,2015-02-03,株洲,20,47
40,2019-01-20 11:53:36.010000,api,0.4,86,28,良,88,2014-08-02,株洲,12,68
39,2019-01-20 11:53:36.032000,api,0.4,62,24,良,70,2014-07-01,株洲,10,56
101,2019-01-20 11:53:36.050000,api,1.8,188,53,轻度污染,40,2015-01-03,株洲,82,133
113,2019-01-20 11:53:36.061000,api,1.2,183,57,轻度污染,48,2015-01-04,株洲,79,147
10,2019-01-20 11:53:36.071000,api,0.8,22,19,优,55,2015-06-04,株洲,5,28
39,2019-01-20 11:53:36.081000,api,0.7,58,19,良,73,2015-05-05,株洲,4,55
41,2019-01-20 11:53:36.092000,api,0.8,65,17,良,104,2015-04-05,株洲,7,58
33,2019-01-20 11:53:36.101000,api,0.7,51,31,良,37,2015-12-06,株洲,20,51
52,2019-01-20 11:53:36.112000,api,1.1,105,38,良,75,2015-11-07,株洲,28,78
19,2019-01-20 11:53:36.123000,api,0.8,44,29,优,50,2015-10-07,株洲,9,44
10,2019-01-20 11:53:36.135000,api,0.9,24,26,优,40,2015-09-06,株洲,5,33
57,2019-01-20 11:53:36.146000,api,0.9,96,22,良,58,2015-01-10,株洲,54,78
29,2019-01-20 11:53:36.158000,api,0.7,56,24,良,81,2016-07-10,株洲,4,53
48,2019-01-20 11:53:36.184000,api,0.7,79,38,良,24,2014-12-03,株洲,16,67
29,2019-01-20 11:53:36.194000,api,0.7,36,17,优,62,2015-03-05,株洲,10,41
44,2019-01-20 11:53:36.204000,api,0.7,77,26,良,92,2016-06-09,株洲,4,64
46,2019-01-20 11:53:36.213000,api,0.7,68,23,良,63,2016-06-10,株洲,2,64
35,2019-01-20 11:53:36.221000,api,0.7,49,28,优,92,2016-05-07,株洲,3,50
28,2019-01-20 11:53:36.229000,api,0.8,37,21,优,67,2016-05-08,株洲,3,40
21,2019-01-20 11:53:36.236000,api,0.9,44,38,优,67,2016-04-10,株洲,7,48
23,2019-01-20 11:53:36.244000,api,0.9,58,40,良,77,2016-04-11,株洲,6,54
20,2019-01-20 11:53:36.253000,api,0.7,31,18,优,86,2016-03-10,株洲,5,43
42,2019-01-20 11:53:36.262000,api,0.9,57,21,良,76,2016-03-11,株洲,9,59
206,2019-01-20 11:53:36.268000,api,1.5,236,42,重度污染,48,2016-02-08,株洲,88,256
74,2019-01-20 11:53:36.276000,api,1.3,84,35,良,100,2016-02-09,株洲,55,99
37,2019-01-20 11:53:36.283000,api,0.6,117,14,良,140,2015-05-12,株洲,29,83
49,2019-01-20 11:53:36.292000,api,0.7,121,18,良,153,2015-05-13,株洲,38,94
37,2019-01-20 11:53:36.298000,api,1,79,21,轻度污染,163,2015-04-12,株洲,30,103
69,2019-01-20 11:53:36.305000,api,1,108,19,良,128,2015-03-12,株洲,47,92
68,2019-01-20 11:53:36.323000,api,1.4,103,27,良,135,2015-03-13,株洲,49,91
75,2019-01-20 11:53:36.330000,api,1,151,32,轻度污染,160,2015-10-14,株洲,24,101
73,2019-01-20 11:53:36.338000,api,1.1,148,31,轻度污染,168,2015-10-15,株洲,32,108
33,2019-01-20 11:53:36.345000,api,0.8,75,37,良,126,2015-07-07,株洲,14,72
34,2019-01-20 11:53:36.351000,api,0.8,74,31,良,142,2015-07-08,株洲,7,85
17,2019-01-20 11:53:36.360000,api,0.6,52,22,良,115,2015-09-14,株洲,22,63
34,2019-01-20 11:53:36.376000,api,0.8,90,24,良,115,2015-09-15,株洲,30,70
49,2019-01-20 11:53:36.383000,api,1.1,74,35,良,26,2016-01-10,株洲,38,68
43,2019-01-20 11:53:36.390000,api,1.2,59,34,良,41,2016-01-11,株洲,25,60
20,2019-01-20 11:53:36.397000,api,0.6,47,17,优,88,2015-08-14,株洲,36,47
16,2019-01-20 11:53:36.404000,api,0.5,40,12,良,138,2015-08-15,株洲,24,82
32,2019-01-20 11:53:36.410000,api,0.6,69,18,良,91,2015-07-14,株洲,18,60
23,2019-01-20 11:53:36.417000,api,0.5,55,18,良,124,2015-07-15,株洲,27,70
24,2019-01-20 11:53:36.424000,api,0.8,69,24,良,76,2015-12-16,株洲,16,60
36,2019-01-20 11:53:36.431000,api,0.8,89,25,良,53,2015-12-17,株洲,19,70
21,2019-01-20 11:53:36.438000,api,0.4,65,12,良,111,2016-04-17,株洲,10,60
33,2019-01-20 11:53:36.456000,api,0.5,74,21,良,144,2016-04-18,株洲,19,87
88,2019-01-20 11:53:36.463000,api,0.9,151,28,轻度污染,113,2016-03-17,株洲,27,117
114,2019-01-20 11:53:36.470000,api,1.1,186,32,轻度污染,158,2016-03-18,株洲,30,149
98,2019-01-20 11:53:36.478000,api,1.8,154,33,轻度污染,135,2015-02-12,株洲,105,129
100,2019-01-20 11:53:36.486000,api,1.4,149,30,轻度污染,110,2015-02-13,株洲,68,132
50,2019-01-20 11:53:36.494000,api,0.6,92,16,良,98,2016-02-17,株洲,17,71
64,2019-01-20 11:53:36.500000,api,0.7,106,21,良,108,2016-02-18,株洲,19,87
40,2019-01-20 11:53:36.509000,api,0.5,87,13,轻度污染,162,2016-06-19,株洲,52,102
39,2019-01-20 11:53:36.516000,api,0.6,91,12,良,139,2016-06-20,株洲,54,83
54,2019-01-20 11:53:36.522000,api,0.9,117,26,良,82,2016-10-20,株洲,15,84
52,2019-01-20 11:53:36.531000,api,0.9,112,26,良,49,2016-10-21,株洲,12,81
19,2019-01-20 11:53:36.538000,api,0.4,57,8,良,108,2015-06-14,株洲,12,57
20,2019-01-20 11:53:36.555000,api,0.5,64,10,良,95,2015-06-15,株洲,12,57
60,2019-01-20 11:53:36.563000,api,0.8,119,20,轻度污染,161,2016-08-20,株洲,8,101
58,2019-01-20 11:53:36.571000,api,0.8,116,18,良,138,2016-08-21,株洲,8,83
36,2019-01-20 11:53:36.579000,api,0.9,74,17,良,59,2015-11-16,株洲,22,62
40,2019-01-20 11:53:36.597000,api,1,80,23,良,46,2015-11-17,株洲,22,65
26,2019-01-20 11:53:36.604000,api,0.7,53,19,良,58,2016-10-23,株洲,3,52
35,2019-01-20 11:53:36.611000,api,0.8,65,22,良,80,2016-10-24,株洲,5,58
25,2019-01-20 11:53:36.619000,api,0.5,91,20,良,74,2017-02-23,株洲,10,71
24,2019-01-20 11:53:36.627000,api,0.5,74,19,良,84,2017-02-24,株洲,9,61
80,2019-01-20 11:53:36.633000,api,1.1,161,35,轻度污染,97,2017-01-21,株洲,12,106
92,2019-01-20 11:53:36.642000,api,1.3,183,36,轻度污染,94,2017-01-22,株洲,10,121
76,2019-01-20 11:53:36.648000,api,0.5,115,14,轻度污染,142,2016-05-19,株洲,16,102
34,2019-01-20 11:53:36.657000,api,0.5,67,16,良,132,2016-05-20,株洲,20,77
62,2019-01-20 11:53:36.664000,api,1.1,95,21,良,96,2016-01-17,株洲,22,84
91,2019-01-20 11:53:36.671000,api,1.2,126,31,轻度污染,71,2016-01-18,株洲,25,120
68,2019-01-20 11:53:36.678000,api,1.1,130,23,良,56,2016-12-23,株洲,6,92
81,2019-01-20 11:53:36.686000,api,1.2,161,26,轻度污染,40,2016-12-24,株洲,10,108
17,2019-01-20 11:53:36.693000,api,0.5,22,21,优,65,2017-02-22,株洲,4,32
18,2019-01-20 11:53:36.701000,api,0.5,28,25,优,59,2017-02-23,株洲,7,31
71,2019-01-20 11:53:36.708000,api,1,95,29,良,67,2017-01-26,株洲,24,95
15,2019-01-20 11:53:36.714000,api,0.5,30,23,优,94,2017-05-25,株洲,5,47
28,2019-01-20 11:53:36.732000,api,0.7,56,37,良,116,2017-05-26,株洲,7,63
14,2019-01-20 11:53:36.739000,api,0.6,21,26,优,59,2017-04-26,株洲,4,32
18,2019-01-20 11:53:36.746000,api,0.7,22,27,优,82,2017-04-27,株洲,4,41
33,2019-01-20 11:53:36.753000,api,0.6,71,15,良,153,2016-07-21,株洲,7,95
25,2019-01-20 11:53:36.761000,api,0.5,48,13,优,96,2016-07-22,株洲,4,48
12,2019-01-20 11:53:36.768000,api,0.4,28,14,优,57,2016-11-23,株洲,4,29
16,2019-01-20 11:53:36.776000,api,0.5,34,14,优,40,2016-11-24,株洲,6,34
60,2019-01-20 11:53:36.783000,api,1.2,78,38,良,62,2017-12-29,株洲,17,82
42,2019-01-20 11:53:36.790000,api,0.9,97,25,良,68,2017-12-30,株洲,12,76
14,2019-01-20 11:53:36.797000,api,1,29,27,优,32,2016-12-25,株洲,8,34
23,2019-01-20 11:53:36.806000,api,0.9,40,26,优,34,2016-12-26,株洲,12,40
52,2019-01-20 11:53:36.813000,api,0.9,70,34,良,19,2017-11-29,株洲,9,72
18,2019-01-20 11:53:36.820000,api,0.9,26,27,优,28,2017-11-30,株洲,9,33
49,2019-01-20 11:53:36.828000,api,0.9,93,47,良,126,2017-10-31,株洲,12,71
20,2019-01-20 11:53:36.836000,api,0.8,37,24,优,54,2016-11-26,株洲,11,37
46,2019-01-20 11:53:36.846000,api,1.1,86,41,良,52,2016-11-27,株洲,22,68
47,2019-01-20 11:53:36.853000,api,0.8,93,35,良,53,2017-03-29,株洲,15,72
16,2019-01-20 11:53:36.860000,api,0.6,33,18,优,72,2017-08-31,株洲,11,36
31,2019-01-20 11:53:36.880000,api,0.7,64,28,良,107,2017-07-28,株洲,10,56
30,2019-01-20 11:53:36.890000,api,0.7,60,23,良,115,2017-07-29,株洲,7,62
33,2019-01-20 11:53:36.897000,api,0.8,54,38,良,127,2018-04-29,株洲,10,73
48,2019-01-20 11:53:36.904000,api,0.7,77,37,良,118,2018-04-30,株洲,10,67
72,2019-01-20 11:53:36.911000,api,0.8,106,35,良,79,2014-06-01,株洲,13,96
59,2019-01-20 11:53:46.204000,api,0.8,144,43,良,95,2014-05-01,株洲,17,97
40,2019-01-20 11:53:46.226000,api,0.7,61,31,良,68,2014-04-01,株洲,24,57
30,2019-01-20 11:53:46.241000,api,1,48,27,优,29,2014-03-01,株洲,24,48
92,2019-01-20 11:53:46.259000,api,0.9,119,29,轻度污染,71,2014-02-01,株洲,44,121
31,2019-01-20 11:53:46.271000,api,0.5,56,23,良,40,2014-11-03,株洲,16,53
36,2019-01-20 11:53:46.278000,api,0.5,64,26,良,35,2014-11-04,株洲,11,57
40,2019-01-20 11:53:46.285000,api,0.5,70,20,良,77,2014-10-03,株洲,11,60
35,2019-01-20 11:53:46.292000,api,0.5,54,20,良,64,2014-10-04,株洲,6,52
32,2019-01-20 11:53:46.300000,api,0.6,61,30,良,64,2014-09-03,株洲,24,56
128,2019-01-20 11:53:46.308000,api,1.8,195,70,中度污染,44,2014-01-01,株洲,115,169
38,2019-01-20 11:53:46.331000,api,1,50,29,良,28,2015-02-04,株洲,17,54
71,2019-01-20 11:53:46.345000,api,0.8,90,33,良,84,2015-02-05,株洲,30,95
52,2019-01-20 11:53:46.353000,api,0.5,98,25,良,85,2014-08-03,株洲,11,74
52,2019-01-20 11:53:46.361000,api,0.4,88,16,良,80,2014-08-04,株洲,11,71
56,2019-01-20 11:53:46.369000,api,0.6,95,37,良,50,2014-07-02,株洲,14,76
59,2019-01-20 11:53:46.375000,api,0.7,102,35,良,33,2014-07-03,株洲,11,80
62,2019-01-20 11:53:46.383000,api,1.2,86,36,良,55,2015-01-05,株洲,27,83
38,2019-01-20 11:53:46.390000,api,0.6,54,25,良,51,2015-01-06,株洲,15,54
13,2019-01-20 11:53:46.398000,api,0.8,32,21,优,58,2015-06-05,株洲,7,32
22,2019-01-20 11:53:46.405000,api,0.8,58,31,良,42,2015-06-06,株洲,7,54
55,2019-01-20 11:53:46.413000,api,0.8,88,28,良,122,2015-05-06,株洲,9,75
55,2019-01-20 11:53:46.420000,api,0.9,98,40,良,80,2015-05-07,株洲,14,74
20,2019-01-20 11:53:46.428000,api,1,35,16,优,63,2015-04-06,株洲,6,35
20,2019-01-20 11:53:46.435000,api,0.9,32,18,优,67,2015-04-07,株洲,5,34
44,2019-01-20 11:53:46.442000,api,0.9,80,47,良,41,2015-12-07,株洲,34,65
51,2019-01-20 11:53:46.451000,api,0.9,80,20,良,84,2015-11-08,株洲,14,70
31,2019-01-20 11:53:46.469000,api,0.9,49,17,优,55,2015-11-09,株洲,11,49
34,2019-01-20 11:53:46.476000,api,0.9,68,35,良,32,2015-10-08,株洲,9,59
39,2019-01-20 11:53:46.483000,api,0.9,57,31,良,62,2015-10-09,株洲,11,55
19,2019-01-20 11:53:46.490000,api,0.8,45,21,优,72,2015-09-07,株洲,7,45
41,2019-01-20 11:53:46.497000,api,1,68,22,良,70,2015-09-08,株洲,5,59
84,2019-01-20 11:53:46.505000,api,1.2,126,30,轻度污染,62,2015-01-11,株洲,67,111
73,2019-01-20 11:53:46.513000,api,1.3,122,28,良,72,2015-01-12,株洲,63,98
21,2019-01-20 11:53:46.520000,api,0.7,39,19,优,100,2016-07-11,株洲,6,50
35,2019-01-20 11:53:46.526000,api,0.8,71,28,良,98,2016-07-12,株洲,5,61
29,2019-01-20 11:53:46.535000,api,0.5,58,26,良,40,2014-12-04,株洲,18,54
41,2019-01-20 11:53:46.542000,api,0.5,87,33,良,60,2014-12-05,株洲,33,69
45,2019-01-20 11:53:46.549000,api,0.8,59,20,良,53,2015-03-06,株洲,18,63
47,2019-01-20 11:53:46.556000,api,0.8,65,18,良,62,2015-03-07,株洲,18,65
32,2019-01-20 11:53:46.563000,api,0.7,42,24,优,56,2016-06-11,株洲,2,46
40,2019-01-20 11:53:46.569000,api,0.8,70,34,良,48,2016-06-12,株洲,5,60
27,2019-01-20 11:53:46.577000,api,0.7,46,22,良,102,2016-05-09,株洲,4,52
24,2019-01-20 11:53:46.584000,api,1,47,39,优,55,2016-04-12,株洲,4,49
30,2019-01-20 11:53:46.601000,api,0.9,50,35,优,74,2016-04-13,株洲,5,50
60,2019-01-20 11:53:46.608000,api,1.1,82,30,良,64,2016-03-12,株洲,11,82
54,2019-01-20 11:53:46.615000,api,1,78,32,良,51,2016-03-13,株洲,19,74
51,2019-01-20 11:53:46.622000,api,1,60,29,良,108,2016-02-10,株洲,37,70
63,2019-01-20 11:53:46.629000,api,1,75,28,良,97,2016-02-11,株洲,30,85
46,2019-01-20 11:53:46.637000,api,0.7,109,17,轻度污染,168,2015-05-14,株洲,26,107
41,2019-01-20 11:53:46.644000,api,0.6,82,16,良,132,2015-05-15,株洲,26,77
44,2019-01-20 11:53:46.652000,api,1.1,98,28,轻度污染,168,2015-04-13,株洲,41,107
39,2019-01-20 11:53:46.660000,api,1.1,98,23,轻度污染,209,2015-04-14,株洲,43,145
86,2019-01-20 11:53:46.668000,api,1,129,28,轻度污染,112,2015-03-14,株洲,59,113
71,2019-01-20 11:53:46.674000,api,0.7,102,14,良,137,2015-03-15,株洲,46,95
59,2019-01-20 11:53:46.681000,api,0.9,118,30,良,155,2015-10-16,株洲,24,96
63,2019-01-20 11:53:46.689000,api,0.9,111,27,良,76,2015-10-17,株洲,19,85
52,2019-01-20 11:53:46.696000,api,0.8,114,37,良,139,2015-07-09,株洲,7,83
54,2019-01-20 11:53:46.704000,api,0.8,100,29,良,130,2015-07-10,株洲,9,75
18,2019-01-20 11:53:46.710000,api,0.5,40,12,优,79,2015-09-16,株洲,12,40
12,2019-01-20 11:53:46.728000,api,0.6,28,16,优,78,2015-09-17,株洲,11,39
26,2019-01-20 11:53:46.736000,api,0.9,40,23,优,52,2016-01-12,株洲,17,40
29,2019-01-20 11:53:46.742000,api,1,38,23,优,43,2016-01-13,株洲,15,42
22,2019-01-20 11:53:46.750000,api,0.6,50,15,良,111,2015-08-16,株洲,20,60
13,2019-01-20 11:53:46.757000,api,0.4,26,14,优,74,2015-08-17,株洲,17,37
21,2019-01-20 11:53:46.764000,api,0.6,60,20,轻度污染,176,2015-07-16,株洲,28,115
21,2019-01-20 11:53:46.771000,api,0.6,65,17,轻度污染,169,2015-07-17,株洲,26,108
39,2019-01-20 11:53:46.778000,api,0.7,86,26,良,70,2015-12-18,株洲,17,68
40,2019-01-20 11:53:46.785000,api,0.7,76,19,良,46,2015-12-19,株洲,12,63
59,2019-01-20 11:53:46.793000,api,0.6,115,27,良,124,2016-04-19,株洲,28,83
42,2019-01-20 11:53:46.800000,api,0.4,78,16,良,147,2016-04-20,株洲,17,90
94,2019-01-20 11:53:46.808000,api,1.1,162,36,轻度污染,138,2016-03-19,株洲,36,124
86,2019-01-20 11:53:46.817000,api,0.9,140,28,轻度污染,130,2016-03-20,株洲,32,114
100,2019-01-20 11:53:46.824000,api,0.9,144,25,轻度污染,143,2015-02-14,株洲,57,131
